"Uddannelsessted","url","Valgt","Nummer","Uni","Region","Startdato","Afdeling","Speciale","Uddannelsessted2","Afdeling2","Speciale2","id","Runde","Rundestart","lon","lat"
"Hospitalsenheden Vest, Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2017v2.asp","7. apr 20:51",353,"SDU","Midt.",2017-08-01,"Akutafdelingen","Tværgående","Almen praksis i område Vest, Midtjylland","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,8.9692161,56.1406612
"Hospitalsenheden Vest, Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2018v1.asp","17. okt 13:32",87,"SDU","Midt.",2018-02-01,"Akutafdelingen","Tværgående","Almen praksis i område Vest, Midtjylland","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,8.9692161,56.1406612
"Hospitalsenheden Vest, Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2018v2.asp","16. apr 10:27",435,"AU","Midt.",2018-08-01,"Akutafdelingen","Fælles Akutmodtagelse","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,8.9692161,56.1406612
"Hospitalsenheden Vest, Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2018v2.asp","10. apr 20:39",128,"AU","Midt.",2018-08-01,"Akutafdelingen","Fælles Akutmodtagelse","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,8.9692161,56.1406612
"Hospitalsenheden Vest, Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2014v1.asp","10. okt 08:01",213,"AU","Midt.",2014-05-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,8.9692161,56.1406612
"Hospitalsenheden Vest, Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2017v2.asp","11. apr 19:32",576,"AU","Midt.",2017-08-01,"Akutafdelingen","Tværgående","Regionspsykiatrien Vest","Psykiatrisk afdeling","Psykiatri",NA,"Efterår 17",2017-08-01,8.9692161,56.1406612
"Hospitalsenheden Vest, Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2015v2.asp","21. apr 18:00",496,"AU","Midt.",2015-08-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Efterår 15",2015-08-01,8.9692161,56.1406612
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v1.asp","24. okt 14:40",392,"KU","Hovedst.",2017-05-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Lægehuset i Smørum","Almen praksis","Almen medicin",NA,"Forår 17",2017-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v2.asp","15. apr 12:20",150,"KU","Hovedst.",2015-10-01,"Medicinsk Enhed - Endokrinologisk afdeling","Intern medicin","Psykiatrisk Center Hvidovre","Psykiatrisk afdeling","Psykiatri",NA,"Efterår 15",2015-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v2.asp","13. apr 20:10",223,"KU","Hovedst.",2011-10-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Lægerne Brøndbyøster Torv","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2013v1.asp","11. okt 08:02",230,"KU","Hovedst.",2013-03-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Thorkil Christensen","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v1.asp","6. okt 14:13",86,"KU","Hovedst.",2016-02-01,"Medicinsk Enhed - Endokrinologisk afdeling","Intern medicin","Torsten Bacher","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2014v2.asp","9. apr 15:11",202,"KU","Hovedst.",2014-10-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Mygind, Øgard & Jørgensen","Almen praksis","Almen medicin",NA,"Efterår 14",2014-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2014v1.asp","9. okt 14:02",170,"KU","Hovedst.",2014-03-01,"Gastroenheden - kirurgisk sektion","Kirurgi","Lægerne i Ringtoften","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v1.asp","6. okt 20:50",124,"KU","Hovedst.",2016-04-01,"Medicinsk Enhed - Lungemedicinsk afdeling","Intern medicin","Lisbeth Bonde","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v1.asp","11. okt 20:40",71,"KU","Hovedst.",2011-02-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Berit Lavik & Gunvor Christiansen","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v1.asp","5. okt 15:40",20,"AU","Hovedst.",2016-05-01,"Gastroenheden - kirurgisk sektion","Kirurgi","Lægerne Bytoften 3, 1.","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v1.asp","7. okt 17:59",109,"AU","Hovedst.",2015-04-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Lægerne I Bartholinsgade","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2012v2.asp","13. apr 14:40",245,"KU","Hovedst.",2012-10-01,"Kirurgisk gastroenterologisk afdeling","Kirurgi","Thomas Rasmussen","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v1.asp","7. okt 16:50",172,"KU","Hovedst.",2016-05-01,"Gastroenheden - kirurgisk sektion","Kirurgi","Kirsten Vinsand","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2012v1.asp","10. okt 19:48",67,"KU","Hovedst.",2012-04-01,"Medicinsk Enhed - Endokrinologisk sektion","Intern medicin","Psykiatrisk Center Hvidovre","Psykiatrisk afdeling","Psykiatri",NA,"Forår 12",2012-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v1.asp","11. okt 10:57",18,"SDU","Hovedst.",2011-02-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Hvidovre Hospital","Hjerte - lungemedicinsk afdeling","Intern medicin",NA,"Forår 11",2011-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v1.asp","17. okt 17:40",33,"SDU","Hovedst.",2017-03-01,"Infektionsmedicinsk afdeling","Intern medicin","Lægecentret Friheden ved Tine Randløv","Almen praksis","Almen medicin",NA,"Forår 17",2017-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v1.asp","8. okt 09:10",136,"KU","Hovedst.",2015-04-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Lægerne Værnedamsvej","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v2.asp","14. apr 14:53",268,"KU","Hovedst.",2011-09-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Geert Saaby Jensen","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2014v2.asp","10. apr 08:10",240,"KU","Hovedst.",2014-09-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Claus Wegge","Almen praksis","Almen medicin",NA,"Efterår 14",2014-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2010v2.asp","12. apr 18:48",59,"KU","Hovedst.",2010-09-01,"Kirurgisk gastroenterologisk afdeling","Kirurgi","Bendt Christensen & Tina Børme","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2010v2.asp","12. apr 11:11",19,"KU","Hovedst.",2010-09-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Karles Eriksen & Jan-Helge Larsen","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v1.asp","21. okt 17:09",329,"AU","Hovedst.",2017-02-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Lægerne Leander og Nielsen","Almen praksis","Almen medicin",NA,"Forår 17",2017-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2010v2.asp","12. apr 08:41",5,"AU","Hovedst.",2010-08-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Hvidovre Hospital","Hjerte - lungemedicinsk afdeling","Intern medicin",NA,"Efterår 10",2010-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2010v2.asp","12. apr 12:01",23,"KU","Hovedst.",2010-09-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Hvidovre Hospital","Endokrinologisk afdeling","Intern medicin",NA,"Efterår 10",2010-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2012v2.asp","10. apr 20:11",51,"KU","Hovedst.",2012-08-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Tove Kepp & Thomas Fogh-Andersen","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v1.asp","7. okt 17:40",108,"KU","Hovedst.",2015-02-01,"Medicinsk Enhed - Lungemedicinsk afdeling","Intern medicin","Lægerne Bytoften 3, 1.","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v1.asp","13. okt 13:10",174,"KU","Hovedst.",2011-03-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Christen Myrup","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2014v1.asp","7. okt 09:00",0,"KU","Hovedst.",2014-04-01,"Gastroenheden - kirurgisk sektion","Kirurgi","Hvidovre Hospital","Medicinsk Enhed - Endokrinologisk afdeling","Intern medicin",NA,"Forår 14",2014-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v1.asp","19. okt 12:31",150,"KU","Hovedst.",2017-05-01,"Infektionsmedicinsk afdeling","Intern medicin","Hvidovre Hospital","Ortopædkirurgisk afdeling","Ortopædisk kirurgi",NA,"Forår 17",2017-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v1.asp","13. okt 13:52",178,"KU","Hovedst.",2011-02-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Asmat Mojaddedi","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2012v2.asp","10. apr 19:02",44,"KU","Hovedst.",2012-09-01,"Kirurgisk gastroenterologisk afdeling","Kirurgi","Amagercentrets Læger","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2010v2.asp","14. apr 18:30",206,"KU","Hovedst.",2010-09-01,"Kirurgisk gastroenterologisk afdeling","Kirurgi","Ole Eg Pedersen","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2010v2.asp","12. apr 17:04",49,"KU","Hovedst.",2010-09-01,"Endokrinologisk afdeling","Intern medicin","Anders Beich & Benny Ehrenreich","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v2.asp","14. apr 13:50",261,"KU","Hovedst.",2011-09-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Leif Christensen & Marianne Carnera","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2012v2.asp","13. apr 10:30",222,"KU","Hovedst.",2012-10-01,"Kirurgisk gastroenterologisk afdeling","Kirurgi","Storehuslægerne","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2012v2.asp","11. apr 16:10",103,"KU","Hovedst.",2012-10-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Rødovre Lægehus v/Berit Lavik og Morten Hovgaard","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v1.asp","7. okt 16:14",168,"KU","Hovedst.",2016-04-01,"Gastroenheden - kirurgisk sektion","Kirurgi","Steen Neldam","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2010v2.asp","12. apr 17:38",52,"KU","Hovedst.",2010-08-01,"Hjerte - lungemedicinsk afdeling","Intern medicin","Jørgen Klarskov","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v1.asp","8. okt 15:03",243,"KU","Hovedst.",2016-05-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Geert Saaby Jensen","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2013v2.asp","2. apr 15:31",23,"KU","Hovedst.",2013-08-01,"Medicinsk Enhed - Lungemedicinsk afdeling","Intern medicin","Hvidovre Hospital","Gastroenheden - kirurgisk sektion","Kirurgi",NA,"Efterår 13",2013-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2012v1.asp","11. okt 14:11",109,"KU","Hovedst.",2012-03-01,"Kirurgisk gastroenterologisk afdeling","Kirurgi","Gitte Sofsrud & Christian Nickelsen","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v1.asp","9. okt 17:51",325,"SDU","Hovedst.",2016-04-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Lægerne Seidenfaden og Møller","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v1.asp","13. okt 16:20",192,"KU","Hovedst.",2011-04-01,"Endokrinologisk afdeling","Intern medicin","Psykiatrisk Center Hvidovre","Psykiatrisk afdeling","Psykiatri",NA,"Forår 11",2011-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v1.asp","6. okt 20:00",48,"KU","Hovedst.",2015-02-01,"Gastroenheden - kirurgisk sektion","Kirurgi","Hvidovre Hospital","Medicinsk Enhed - Lungemedicinsk afdeling","Intern medicin",NA,"Forår 15",2015-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v2.asp","15. apr 20:00",199,"KU","Hovedst.",2015-11-01,"Medicinsk Enhed - Lungemedicinsk afdeling","Intern medicin","Lægehuset I Smørum","Almen praksis","Almen medicin",NA,"Efterår 15",2015-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2010v2.asp","13. apr 10:50",89,"KU","Hovedst.",2010-10-01,"Endokrinologisk afdeling","Intern medicin","Kristin Øhrn","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2013v1.asp","10. okt 15:31",197,"KU","Hovedst.",2013-03-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Steffen Jan Aas Simonsen","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v2.asp","11. apr 08:10",2,"KU","Hovedst.",2011-08-01,"Medicinsk Enhed - Kardiologisk sektion","Intern medicin","Hvidovre Hospital","Kirurgisk gastroenterologisk afdeling","Kirurgi",NA,"Efterår 11",2011-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v2.asp","15. apr 18:11",186,"KU","Hovedst.",2015-08-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","T. Boiesen, J. Flachs & A. Møller","Almen praksis","Almen medicin",NA,"Efterår 15",2015-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2013v1.asp","10. okt 18:00",211,"KU","Hovedst.",2013-02-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Lis Buch Andersen","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v1.asp","18. okt 15:52",99,"KU","Hovedst.",2017-03-01,"Medicinsk Enhed - Kardiologisk afdeling","Intern medicin","Allerød Lægeklinik","Almen praksis *","Almen medicin",NA,"Forår 17",2017-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2011v2.asp","11. apr 15:51",45,"KU","Hovedst.",2011-10-01,"Kirurgisk gastroenterologisk afdeling","Kirurgi","Storehuslægerne","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v2.asp","12. apr 11:37",76,"SDU","Hovedst.",2016-10-01,"Medicinsk Enhed - Endokrinologisk afdeling","Intern medicin","Hvidovre Hospital","Ortopædkirurgisk afdeling","Ortopædisk kirurgi",NA,"Efterår 16",2016-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2012v1.asp","7. okt 09:00",0,"KU","Hovedst.",2012-04-01,"Medicinsk Enhed - Endokrinologisk sektion","Intern medicin","Hvidovre Hospital","Ortopædkirurgisk afdeling","Ortopædisk kirurgi",NA,"Forår 12",2012-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2010v2.asp","12. apr 20:41",71,"KU","Hovedst.",2010-10-01,"Geriatrisk afdeling","Intern medicin","Peter Søttrup","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v1.asp","18. okt 16:51",104,"KU","Hovedst.",2017-05-01,"Infektionsmedicinsk afdeling","Intern medicin","Hvidovre Hospital","Gastroenheden - Kirurgisk Sektion","Kirurgi",NA,"Forår 17",2017-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v1.asp","17. okt 14:14",13,"AU","Hovedst.",2017-03-01,"Gastroenheden - Kirurgisk Sektion","Kirurgi","Glostrup Hospital","Medicinsk afdeling","Intern medicin",NA,"Forår 17",2017-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v2.asp","16. apr 13:42",237,"AU","Hovedst.",2015-10-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Henrik Steen Nielsen","Almen praksis","Almen medicin",NA,"Efterår 15",2015-08-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v1.asp","5. okt 16:50",26,"KU","Hovedst.",2016-02-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Hvidovre Hospital","Medicinsk Enhed - Endokrinologisk afdeling","Intern medicin",NA,"Forår 16",2016-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v1.asp","6. okt 16:11",26,"KU","Hovedst.",2015-02-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Glostrup Hospital","Medicinsk afdeling","Intern medicin",NA,"Forår 15",2015-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2017v1.asp","19. okt 15:41",170,"KU","Hovedst.",2017-04-01,"Medicinsk Enhed - Endokrinologisk afdeling","Intern medicin","Hvidovre Hospital","Ortopædkirurgisk afdeling","Ortopædisk kirurgi",NA,"Forår 17",2017-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2015v1.asp","9. okt 09:06",211,"KU","Hovedst.",2015-03-01,"Ortopædkirurgisk afdeling","Ortopædisk kirurgi","Kurt Lafrenz","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,12.4670795,55.648855
"Hvidovre Hospital","https://www.basislaege.dk/Ajax_get2016v1.asp","6. okt 13:21",81,"KU","Hovedst.",2016-03-01,"Medicinsk Enhed - Kardiologisk afdeling","Intern medicin","Lægerne på Bryggen ved von Scholten, Engell og Forslund","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,12.4670795,55.648855
